timeslot,Seattle (OR),Cheyenne (WY),Chicago (PJM),New York (NY),Kansas City (KS),Berkeley County (SC)
14228,54.76,792.78,463.0,318.64,764.7,438.83
14229,51.63,800.31,466.89,313.98,772.61,436.57
14230,50.95,786.21,467.96,311.85,768.37,441.24
14231,49.64,798.33,476.06,326.78,759.55,460.14
14232,50.97,813.23,478.62,325.89,757.35,473.56
14233,52.16,842.66,474.25,319.22,756.39,484.02
14234,51.74,839.32,466.03,309.06,758.67,487.08
14235,58.98,825.24,457.53,309.83,780.28,482.91
14236,62.8,813.97,446.69,297.22,803.41,476.0
14237,73.16,824.07,443.53,293.05,822.13,469.2
14238,79.23,821.69,443.22,291.24,820.19,469.16
14239,85.91,833.32,441.16,286.55,815.27,467.38
14240,87.43,874.62,441.42,289.28,820.57,467.47
14241,91.01,904.84,447.41,289.26,823.59,471.06
14242,96.6,924.79,455.54,295.76,833.17,475.82
14243,91.07,921.33,458.68,306.47,845.47,475.58
14244,84.63,908.97,456.56,315.38,839.38,466.63
14245,74.8,867.31,458.62,320.66,814.97,459.44
14246,67.85,796.0,464.17,320.96,812.95,456.97
14247,77.49,770.25,466.65,317.2,810.8,453.37
14248,79.28,765.02,470.14,316.95,807.5,448.75
14249,74.35,769.9,465.64,318.79,806.55,449.03
14250,66.87,758.87,461.18,321.36,804.76,452.49
14251,62.29,753.42,463.93,325.25,797.01,452.11
14252,56.48,772.54,461.53,319.15,796.15,446.34
14253,56.23,778.07,463.43,314.4,798.4,437.68
14254,56.25,769.98,468.47,317.12,801.04,439.28
14255,57.02,777.6,472.58,321.71,805.68,453.29
14256,53.14,795.87,476.4,319.84,813.03,469.43
14257,52.24,838.26,481.36,316.29,813.05,477.76
14258,52.76,864.6,476.89,306.96,825.78,478.3
14259,55.44,857.33,467.56,306.17,857.67,473.53
14260,64.22,853.87,456.41,296.13,871.56,476.23
14261,74.93,852.98,449.17,293.07,878.27,473.65
14262,81.0,857.28,441.37,286.24,878.15,470.96
14263,88.73,876.1,436.08,283.16,877.97,469.97
14264,90.23,921.88,435.92,280.04,877.32,469.96
14265,99.03,915.36,438.99,282.08,867.34,469.84
14266,98.49,910.86,446.87,287.96,856.51,471.59
14267,95.43,902.79,448.06,294.28,847.12,477.59
14268,83.51,909.05,442.95,306.46,841.12,476.92
14269,80.42,877.89,444.81,310.71,848.16,470.65
14270,74.58,820.67,447.95,310.06,839.17,469.2
14271,67.2,797.56,458.58,312.98,822.2,467.78
14272,67.38,798.58,466.42,315.89,804.97,463.32
14273,69.11,792.22,464.84,311.3,791.42,462.61
14274,63.4,787.37,461.42,314.17,781.49,461.83
14275,61.06,759.37,466.8,317.42,777.64,452.16
14276,52.81,765.43,465.49,317.53,771.23,446.18
14277,53.34,792.93,471.24,321.61,768.73,448.87
14278,54.11,806.29,474.18,321.12,764.48,452.66
14279,51.83,816.38,480.21,329.43,774.55,461.68
14280,51.66,841.15,485.4,324.93,722.8,469.39
14281,50.19,852.19,491.14,322.45,718.39,477.91
14282,51.98,840.09,487.05,314.72,717.05,474.98
14283,53.73,833.29,472.91,307.9,734.63,472.61
14284,60.37,849.8,462.62,299.91,738.67,470.85
14285,69.85,869.82,450.43,287.56,702.5,468.19
14286,76.32,879.56,445.4,277.8,696.8,468.17
14287,83.58,875.91,442.5,274.92,684.49,467.46
14288,83.61,875.62,443.36,275.28,707.64,466.36
14289,90.52,900.57,443.98,279.86,763.25,463.99
14290,87.66,914.48,447.11,283.06,781.95,462.5
14291,84.17,919.65,448.02,299.13,799.18,472.65
14292,77.45,943.42,449.42,308.94,796.03,470.99
14293,68.16,933.56,453.38,325.9,826.82,461.37
14294,64.3,882.63,462.38,319.04,821.55,464.78
14295,60.89,844.2,468.89,316.84,784.49,462.27
14296,58.56,813.71,460.56,321.89,763.09,456.8
14297,54.27,800.58,462.53,321.03,758.57,448.95
14298,54.59,787.84,462.51,323.65,741.05,447.22
14299,52.89,776.72,464.41,331.08,702.54,435.34
14300,51.51,759.58,466.95,330.67,690.14,431.03
14301,52.43,759.74,466.94,327.23,689.15,436.57
14302,53.93,786.47,472.82,335.7,681.68,445.49
14303,54.9,760.69,475.6,344.7,710.94,462.57
14304,54.44,772.39,471.27,341.25,753.66,472.71
14305,56.54,780.64,475.96,331.28,793.89,481.47
14306,59.13,810.31,470.33,323.87,804.85,484.13
14307,60.01,823.38,462.48,317.2,802.81,479.15
14308,62.46,816.82,454.2,313.28,802.66,473.18
14309,72.58,821.68,444.93,307.24,800.27,467.76
14310,75.61,835.6,441.51,301.95,780.91,466.65
14311,80.79,836.5,438.76,296.49,760.99,465.06
14312,83.96,846.88,435.05,295.96,783.89,464.96
14313,85.76,842.9,434.57,298.61,819.34,466.61
14314,85.0,854.89,440.46,296.24,815.16,467.04
14315,85.05,872.26,440.32,287.59,827.1,467.4
14316,84.62,879.11,442.34,290.52,834.7,448.18
14317,75.36,866.35,448.63,301.76,835.57,442.24
14318,74.62,790.35,457.39,315.41,799.56,436.99
14319,74.06,758.43,463.49,320.37,781.51,436.35
14320,69.55,754.82,457.65,324.06,771.71,440.5
14321,65.83,750.95,460.11,324.59,762.52,441.54
14322,64.08,753.65,463.94,325.81,756.59,443.15
14323,59.48,779.09,466.89,328.98,760.29,445.02
14324,57.45,802.56,468.63,329.75,747.87,447.79
14325,54.62,783.48,469.89,332.37,744.81,456.59
14326,52.67,789.0,474.61,336.96,753.09,461.02
14327,51.0,782.65,484.39,341.49,775.25,468.89
14328,49.88,776.83,487.76,339.05,757.35,474.05
14329,51.33,733.32,487.17,328.96,775.35,474.94
14330,57.41,719.2,481.88,324.65,806.02,479.2
14331,60.7,752.22,475.11,319.43,819.54,474.6
14332,63.2,787.75,460.11,305.49,828.21,465.8
14333,74.94,806.43,451.38,298.65,856.24,459.22
14334,82.73,837.53,449.37,295.24,872.28,456.9
14335,88.8,855.22,446.51,293.62,886.91,454.21
14336,90.69,868.2,444.45,290.65,868.23,450.62
14337,100.84,878.43,444.54,287.45,847.88,451.17
14338,96.66,896.71,445.65,295.22,866.08,451.42
14339,99.29,902.53,444.99,293.5,874.14,455.59
14340,96.43,908.24,445.58,299.23,863.57,453.31
14341,90.43,884.47,455.21,308.51,836.73,453.43
14342,93.96,787.88,460.84,307.48,809.62,443.62
14343,87.31,731.9,464.83,311.73,768.79,440.91
14344,82.95,722.44,462.58,313.64,762.35,441.71
14345,75.76,722.81,458.81,315.85,756.05,441.18
14346,75.45,721.2,454.26,320.17,753.11,443.28
14347,68.73,735.62,458.32,322.56,745.1,446.15
14348,64.97,769.7,463.34,328.8,721.16,449.19
14349,64.98,786.44,468.53,326.13,716.35,450.7
14350,61.19,782.0,473.87,328.72,714.56,459.73
14351,58.72,776.13,478.23,329.0,737.91,467.24
14352,60.07,776.83,475.43,328.57,743.72,469.36
14353,62.06,782.09,478.0,321.4,766.01,469.61
14354,63.95,807.72,471.59,309.07,813.58,474.34
14355,64.33,837.11,460.58,307.77,824.25,474.45
14356,71.49,856.21,456.57,304.82,828.21,468.17
14357,84.23,854.98,452.29,299.97,847.99,466.19
14358,96.61,874.81,450.63,298.25,856.15,466.11
14359,99.92,881.12,449.24,297.17,880.15,464.87
14360,103.44,911.7,448.85,299.71,893.06,464.01
14361,110.66,931.26,452.69,304.5,897.31,468.17
14362,109.09,936.39,462.16,313.22,887.86,478.2
14363,105.49,933.03,465.25,321.38,864.69,481.13
14364,93.26,915.28,469.47,325.15,828.19,479.14
14365,73.67,882.89,470.46,329.09,815.12,478.91
14366,77.59,809.56,473.81,329.62,790.52,473.54
14367,69.01,772.82,461.03,330.24,782.33,461.03
14368,66.66,760.9,460.56,327.0,763.95,459.66
14369,62.45,760.83,467.59,326.7,748.44,456.82
14370,57.02,755.11,470.55,327.08,738.63,450.67
14371,52.83,744.29,471.96,331.79,719.58,447.7
14372,53.29,745.02,470.52,327.28,701.62,447.45
14373,55.24,752.21,474.67,324.67,696.86,452.65
14374,57.1,752.24,480.31,332.8,697.2,459.03
14375,56.43,740.73,484.77,333.53,708.54,465.7
14376,57.89,773.13,493.27,332.54,735.64,471.91
14377,56.31,821.89,494.23,328.97,753.7,478.45
14378,63.67,833.59,490.81,318.07,789.25,482.43
14379,68.64,828.44,477.89,316.15,825.62,480.52
14380,71.23,832.59,464.28,314.02,864.81,480.46
14381,85.38,833.97,462.4,308.76,868.9,474.83
14382,102.12,834.3,456.65,303.6,859.78,475.33
14383,106.75,869.24,454.62,301.34,868.36,472.97
14384,108.6,905.91,454.28,304.69,873.18,472.3
14385,104.57,914.58,456.42,306.86,877.55,471.27
14386,107.69,935.72,462.81,313.5,881.55,478.72
14387,113.2,945.38,464.87,315.56,862.12,490.51
14388,100.45,940.77,461.34,319.39,828.3,487.17
14389,90.53,900.28,459.56,321.06,820.13,483.48
14390,85.23,802.96,465.09,328.36,805.0,475.65
14391,75.46,770.63,473.45,331.49,787.83,471.56
14392,74.48,769.83,476.64,321.17,777.58,472.36
14393,68.5,764.99,477.27,326.77,768.52,463.76
14394,66.89,747.46,473.91,328.81,725.02,462.04
14395,61.91,738.8,475.78,329.51,708.02,456.53
14396,60.65,734.68,477.52,331.93,696.22,457.42
14397,60.94,737.66,481.61,334.76,680.31,454.21
14398,65.14,715.62,487.49,333.39,678.88,462.19
14399,61.08,703.82,491.35,335.71,698.71,471.48
14400,59.31,744.2,497.75,339.36,726.44,481.12
14401,57.52,772.99,499.31,338.88,771.13,489.46
14402,58.54,794.54,499.47,322.65,811.93,488.3
14403,60.75,823.93,487.44,311.88,842.33,484.43
14404,66.09,811.71,472.25,311.36,850.62,467.26
14405,82.24,811.36,462.0,309.6,857.7,459.95
14406,86.91,843.24,456.64,309.47,854.19,457.19
14407,91.96,812.5,455.76,308.1,850.13,456.75
14408,96.1,850.52,455.04,305.22,860.83,456.75
14409,100.6,884.89,458.26,311.34,861.17,459.68
14410,98.2,893.51,465.12,310.57,866.26,462.66
14411,93.27,902.06,468.95,306.45,853.53,476.86
14412,80.86,901.45,468.81,308.22,847.23,473.3
14413,67.4,880.71,469.78,314.17,828.14,471.22
14414,64.01,820.56,471.35,322.16,797.82,462.09
14415,72.0,768.46,476.1,327.57,799.43,464.67
14416,70.05,741.1,483.97,336.84,772.81,469.22
14417,65.81,726.96,484.63,335.18,751.56,459.5
14418,60.77,735.98,483.62,334.87,714.21,450.54
14419,55.85,763.11,484.58,338.76,695.95,437.15
14420,56.37,777.11,486.92,344.89,684.07,439.75
14421,60.25,758.34,488.66,347.05,672.76,444.0
14422,60.24,751.6,495.39,346.69,673.78,449.75
14423,61.0,704.76,497.94,355.82,683.18,453.25
14424,64.51,653.54,500.74,354.56,715.74,458.61
14425,62.24,687.03,507.71,348.0,745.42,467.24
14426,66.0,727.83,504.78,333.07,762.69,472.61
14427,63.38,721.75,495.45,331.1,791.43,467.78
14428,71.01,716.68,474.0,321.87,797.91,465.82
14429,83.53,717.18,461.05,317.36,764.17,464.93
14430,95.72,764.82,453.92,318.05,775.23,460.94
14431,96.77,813.11,448.7,312.28,790.15,460.37
14432,106.31,838.45,450.57,306.83,781.11,461.32
14433,111.59,864.94,454.61,312.2,800.81,464.01
14434,119.43,845.42,461.14,316.67,830.38,474.42
14435,115.8,838.58,461.51,323.17,844.97,483.67
14436,103.45,846.27,458.22,323.9,846.42,485.46
14437,83.16,842.61,463.72,330.52,787.84,481.23
14438,77.58,837.45,472.17,332.74,764.9,478.46
14439,76.67,824.85,477.85,330.75,798.61,477.01
14440,75.43,811.41,476.62,336.7,768.74,476.79
14441,73.84,798.08,476.4,332.61,751.85,469.89
14442,69.21,769.86,479.17,335.71,716.51,459.35
14443,65.05,756.49,482.07,337.56,697.37,450.86
14444,60.04,738.48,481.81,340.66,695.54,443.63
14445,61.23,724.98,486.74,343.01,688.69,449.89
14446,63.42,729.17,489.42,345.62,687.82,452.47
14447,59.54,724.36,496.45,351.06,693.02,461.32
14448,58.94,801.4,497.72,356.82,713.96,471.09
14449,60.88,833.11,504.12,349.67,745.67,477.63
14450,64.9,832.01,498.84,334.8,758.9,477.5
14451,62.52,831.08,491.92,329.39,771.93,466.86
14452,65.23,847.72,481.1,328.56,777.07,462.27
14453,83.32,852.43,464.76,326.72,769.75,461.23
14454,90.38,832.83,457.07,318.87,772.72,461.29
14455,82.55,851.66,454.18,313.1,768.88,461.5
14456,83.49,872.31,453.55,317.57,777.6,459.89
14457,85.1,880.71,457.54,316.37,807.74,460.07
14458,87.48,881.77,466.62,316.11,805.28,463.81
14459,85.05,874.19,471.66,316.03,799.5,465.07
14460,82.45,882.41,473.97,320.23,777.96,464.41
14461,77.5,880.81,473.32,324.21,802.5,460.96
14462,76.51,820.62,476.13,325.79,769.31,459.3
14463,75.5,719.01,475.74,332.15,775.05,455.99
14464,74.32,691.3,473.61,332.75,771.41,453.98
14465,70.68,683.91,475.35,345.48,733.94,452.69
14466,69.55,678.44,473.86,352.41,711.38,454.03
14467,70.62,681.33,475.56,351.66,682.19,448.99
14468,70.37,670.64,475.37,350.85,664.97,444.81
14469,73.75,626.65,480.94,346.19,658.62,441.29
14470,73.63,604.04,485.98,347.18,677.1,449.62
14471,67.64,635.84,494.0,345.3,691.28,457.08
14472,67.4,679.98,497.29,344.93,729.48,464.96
14473,59.34,735.41,496.59,332.81,725.58,472.14
14474,52.82,762.13,495.35,325.31,721.01,473.18
14475,48.86,784.81,486.13,319.02,724.09,466.79
14476,60.02,808.54,474.83,315.81,722.0,469.46
14477,76.1,816.24,461.32,307.77,708.73,464.65
14478,83.36,809.39,457.14,307.11,710.98,461.84
14479,92.82,818.41,450.7,302.87,713.36,459.88
14480,100.77,823.03,444.69,297.24,704.6,457.92
14481,103.29,828.34,444.51,300.85,725.05,458.27
14482,99.78,827.58,444.64,299.01,735.19,456.55
14483,104.92,813.06,440.5,299.1,751.35,456.85
14484,97.91,776.85,438.38,297.39,733.06,452.88
14485,82.09,738.02,448.8,300.61,758.53,448.21
14486,89.73,649.01,457.38,302.27,763.07,444.01
14487,88.55,572.89,470.75,309.87,742.83,445.21
14488,85.09,545.76,474.87,310.04,739.07,448.61
14489,76.58,535.23,472.17,310.98,726.53,454.01
14490,70.5,536.64,476.39,310.6,717.23,457.22
14491,69.93,537.83,480.81,314.25,711.38,461.75
14492,68.54,545.52,481.58,315.51,716.1,459.53
14493,66.01,557.95,484.96,316.82,710.65,469.73
14494,62.4,572.66,488.02,318.7,713.98,474.99
14495,62.37,572.15,491.34,322.11,727.84,477.0
14496,55.73,612.93,492.67,321.93,728.56,480.89
14497,53.5,707.74,485.15,312.87,718.57,479.45
14498,58.22,754.37,470.58,306.42,721.11,475.39
14499,74.93,726.7,460.04,309.96,736.97,472.4
14500,79.7,708.58,446.33,303.58,726.71,467.41
14501,90.9,695.88,436.4,296.45,715.28,462.81
14502,97.31,720.67,430.79,294.17,744.36,461.2
14503,112.65,741.79,426.47,288.57,766.69,459.55
14504,113.03,739.3,424.88,285.23,745.59,458.64
14505,116.41,714.06,426.63,285.68,706.6,457.94
14506,121.42,709.74,426.73,278.71,725.18,457.59
14507,122.52,719.47,427.46,270.7,751.58,455.87
14508,108.49,708.86,427.86,277.63,736.65,452.66
14509,97.81,712.63,434.45,288.34,720.03,449.41
14510,94.29,657.8,443.85,295.58,743.68,446.9
14511,100.18,592.17,459.15,295.49,730.23,449.08
14512,100.99,588.66,459.6,299.71,682.55,457.84
14513,102.65,595.52,463.88,304.58,698.53,461.79
14514,97.63,619.91,472.41,306.91,702.35,451.89
14515,90.86,636.08,469.07,312.15,696.54,451.11
14516,90.5,643.09,474.58,316.3,692.51,452.4
14517,87.73,645.14,478.28,318.68,683.39,462.65
14518,85.82,636.13,481.75,325.28,690.66,468.79
14519,84.45,631.42,488.72,326.29,714.91,477.74
14520,67.97,664.8,490.81,324.85,741.64,481.63
14521,63.22,755.49,489.95,317.51,728.69,485.58
14522,64.78,816.37,485.68,309.33,722.1,481.0
14523,69.23,814.04,479.08,302.08,719.52,477.29
14524,76.92,826.79,466.5,289.58,704.68,472.33
14525,101.89,876.51,462.26,284.38,704.49,473.2
14526,109.43,899.44,450.29,281.73,700.13,471.17
14527,127.01,894.04,449.18,280.35,707.31,468.5
14528,131.51,914.52,450.75,281.44,712.38,468.73
14529,136.63,918.91,460.25,286.78,750.45,470.02
14530,135.44,925.22,474.45,291.16,762.56,474.21
14531,134.42,937.18,476.41,290.06,774.56,475.26
14532,121.8,936.7,480.96,298.22,784.22,467.64
14533,114.64,903.7,485.11,311.52,769.83,466.35
14534,111.63,810.6,485.53,316.12,762.26,462.55
14535,115.32,773.88,487.68,326.38,769.46,459.25
14536,113.6,769.02,485.5,334.09,768.82,462.95
14537,117.16,753.66,485.26,336.23,746.34,467.84
14538,108.71,758.9,482.04,332.14,713.81,464.49
14539,100.71,748.64,479.72,332.92,704.21,458.28
14540,88.95,749.96,486.29,335.97,693.7,454.78
14541,88.13,749.88,487.67,334.55,698.38,455.59
14542,77.54,750.31,495.87,328.33,703.42,460.95
14543,71.62,762.79,506.77,337.97,717.02,474.32
14544,67.99,794.05,497.59,334.63,740.95,484.81
14545,66.29,867.23,497.22,328.06,763.01,491.96
14546,68.57,850.75,496.66,320.18,791.3,495.73
14547,76.0,823.77,488.07,311.8,839.72,489.61
14548,88.67,833.55,481.02,303.01,862.83,485.48
14549,111.32,857.05,479.23,299.94,882.7,474.25
14550,111.71,842.58,474.8,293.12,893.5,472.8
14551,138.42,831.44,468.95,291.22,897.27,471.56
14552,134.86,851.82,464.59,288.57,900.51,470.22
14553,142.94,876.74,469.65,292.53,878.09,471.6
14554,148.02,917.89,478.91,300.73,880.17,475.19
14555,162.76,939.78,483.17,304.86,878.83,483.08
14556,138.18,949.62,480.2,315.52,864.36,484.36
14557,116.73,909.78,481.02,324.54,828.08,479.48
14558,112.49,819.73,483.12,332.3,800.75,473.16
14559,115.5,791.46,484.84,337.69,795.06,473.14
14560,115.42,784.24,473.64,335.75,781.24,477.39
14561,120.32,773.99,465.77,334.79,731.65,479.64
14562,112.54,770.38,463.57,332.39,698.03,471.91
14563,86.94,754.06,461.32,335.76,676.66,469.52
14564,78.62,736.79,464.69,338.72,673.49,468.91
14565,76.16,725.52,468.39,334.75,673.54,464.29
14566,68.42,724.33,477.38,335.31,675.69,465.83
14567,63.03,732.17,487.22,332.06,677.41,481.19
14568,58.59,756.49,490.65,334.87,704.95,493.94
14569,53.02,843.21,490.1,327.47,764.06,506.7
14570,57.84,842.67,483.63,313.26,783.02,500.35
14571,72.01,830.71,471.82,311.43,821.27,488.81
14572,79.77,839.94,461.96,302.62,846.79,483.99
14573,95.42,860.8,456.04,301.93,858.44,475.48
14574,118.73,889.88,452.31,300.19,868.92,479.6
14575,132.18,898.45,449.43,298.07,871.08,480.98
14576,139.96,896.97,447.16,294.26,875.78,476.04
14577,139.2,915.31,449.27,293.39,878.3,479.24
14578,145.57,918.36,458.9,298.88,870.95,483.59
14579,150.14,910.46,469.86,298.67,857.39,485.25
14580,138.83,908.32,466.6,302.46,856.87,474.54
14581,113.87,887.41,468.33,301.75,835.54,464.33
14582,103.77,822.28,470.42,294.83,824.31,462.07
14583,102.91,785.76,475.55,298.1,811.03,468.18
14584,95.54,765.37,475.7,304.8,793.58,470.96
14585,96.1,754.53,469.86,302.08,772.71,471.79
14586,88.81,753.99,473.72,309.23,716.54,465.97
14587,79.93,738.26,468.5,307.36,688.3,466.95
14588,69.23,739.42,471.97,307.3,684.95,468.16
14589,65.11,728.0,476.3,310.51,683.34,473.36
14590,62.9,724.86,482.68,313.0,678.61,476.6
14591,57.56,727.46,490.8,312.65,693.22,486.39
14592,60.86,766.0,491.86,305.43,705.86,495.31
14593,60.03,795.96,496.56,302.98,735.4,501.66
14594,59.32,790.86,483.63,296.8,755.88,494.12
14595,68.62,792.26,467.63,279.48,771.79,493.68
14596,75.34,835.9,450.17,271.84,784.74,485.9
14597,112.29,853.03,441.48,270.21,783.5,481.29
14598,123.21,852.95,438.0,266.46,790.46,482.56
14599,136.18,862.75,436.06,263.37,774.2,480.83
14600,147.15,873.2,436.2,261.35,751.85,480.19
14601,152.94,883.24,442.1,263.43,762.19,481.54
14602,148.57,889.45,454.21,270.63,796.53,482.48
14603,153.53,902.24,465.92,277.93,796.25,484.3
14604,149.95,897.78,462.45,286.15,763.54,472.73
14605,123.29,855.08,467.73,289.69,757.46,464.58
14606,119.64,769.38,472.72,290.68,785.22,463.39
14607,123.72,722.36,475.04,293.26,787.68,465.38
14608,108.61,683.61,477.16,297.5,773.44,469.39
14609,108.59,658.68,474.65,304.31,770.9,475.05
14610,104.32,678.06,471.1,313.07,729.48,476.99
14611,99.42,683.56,470.88,319.44,707.44,475.82
14612,92.95,687.1,472.45,311.85,680.21,479.86
14613,84.89,672.25,478.87,313.93,667.24,480.94
14614,75.24,671.83,485.2,315.91,673.85,484.55
14615,69.54,687.22,492.4,315.66,697.59,494.84
14616,66.19,724.97,489.12,309.01,742.89,503.61
14617,64.12,791.98,494.29,302.53,762.51,511.51
14618,65.26,794.84,491.35,297.74,772.3,515.23
14619,79.2,799.47,480.91,293.16,784.0,511.87
14620,94.21,810.79,463.84,273.77,784.8,504.68
14621,121.5,836.99,456.27,255.37,772.47,488.96
14622,139.97,858.77,441.98,252.75,791.56,485.32
14623,170.93,878.0,437.74,249.99,809.98,482.57
14624,188.76,884.27,438.45,250.99,799.4,482.98
14625,202.43,872.33,442.9,255.47,783.85,484.68
14626,205.94,856.55,453.63,259.67,763.82,485.31
14627,200.71,843.78,460.23,261.43,760.69,489.41
14628,192.52,834.36,454.47,273.28,764.6,476.24
14629,150.96,812.1,458.82,276.16,787.9,473.85
14630,144.47,754.09,466.13,263.8,800.5,469.12
14631,122.34,755.6,467.72,267.55,801.25,466.4
14632,122.42,765.17,465.66,271.89,788.69,471.77
14633,115.28,755.71,462.57,279.72,775.18,475.1
14634,111.49,748.99,464.9,286.3,734.18,472.07
14635,98.88,756.12,464.78,291.0,690.35,466.89
14636,93.22,753.44,467.36,301.01,657.42,463.7
14637,88.78,742.37,475.41,311.77,650.09,465.98
14638,80.68,737.14,479.62,313.94,667.57,476.67
14639,77.16,725.69,482.53,310.99,689.07,485.36
14640,72.38,735.9,486.35,303.17,740.05,498.29
14641,71.02,760.21,490.42,292.19,736.09,505.33
14642,79.66,745.34,483.09,275.41,740.52,502.39
14643,89.59,745.76,472.4,269.73,744.41,497.04
14644,101.59,735.07,456.76,262.3,753.15,488.58
14645,124.92,747.22,436.13,256.78,781.44,477.88
14646,148.39,745.87,423.25,247.11,828.57,481.2
14647,140.07,752.06,416.47,248.73,850.08,481.69
14648,137.46,749.1,414.38,248.18,849.34,479.29
14649,138.01,766.49,417.01,246.8,841.04,478.15
14650,137.71,783.25,420.16,246.08,857.7,480.8
14651,137.47,786.83,422.42,244.98,861.44,480.44
14652,133.21,805.71,422.63,251.38,841.63,469.22
14653,106.25,796.47,429.47,264.52,830.93,460.37
14654,102.62,708.97,443.61,279.31,806.08,461.61
14655,97.31,655.48,453.16,287.59,784.08,463.16
14656,83.48,691.03,450.05,298.98,776.81,463.4
14657,83.98,712.85,448.0,307.65,760.52,462.53
14658,79.74,703.61,450.75,313.66,745.2,458.2
14659,76.68,708.86,449.0,319.12,694.45,458.27
14660,73.05,714.95,449.9,319.54,689.38,458.88
14661,65.27,720.85,452.83,318.77,686.14,463.13
14662,64.86,719.23,456.55,322.26,726.02,474.87
14663,61.36,705.83,461.25,322.64,728.1,487.89
14664,58.24,710.29,471.99,321.66,736.93,497.27
14665,59.32,742.47,469.99,311.12,753.22,502.61
14666,65.28,723.14,466.64,298.47,756.38,500.64
14667,73.97,726.33,462.27,292.5,753.57,493.11
14668,93.62,752.76,450.85,291.0,759.77,492.33
14669,107.79,777.57,436.12,284.56,744.93,489.2
14670,119.3,800.78,429.08,279.48,760.89,488.74
14671,131.4,821.15,422.27,284.63,772.2,487.9
14672,139.06,833.93,420.49,277.8,786.73,484.76
14673,143.86,851.62,419.98,282.04,793.74,480.24
14674,148.98,874.41,421.61,274.07,810.16,478.52
14675,152.35,886.42,419.1,268.54,822.42,481.1
14676,156.08,893.93,416.01,269.6,828.66,474.79
14677,132.38,869.16,420.84,285.05,846.2,469.13
14678,128.72,800.62,427.58,297.44,824.77,465.42
14679,133.65,770.41,438.74,304.44,798.39,455.51
14680,135.78,744.67,441.93,314.94,777.96,451.79
14681,110.84,707.53,442.74,322.53,773.61,452.37
14682,114.32,700.16,442.35,326.7,773.65,448.39
14683,99.52,714.93,440.02,327.42,772.03,446.92
14684,98.2,713.35,440.02,321.82,775.82,449.19
14685,92.03,703.69,440.12,324.6,779.61,461.03
14686,85.4,694.91,446.27,324.22,784.72,463.42
14687,75.04,700.5,443.5,325.52,789.64,464.42
14688,71.88,753.14,443.85,327.45,801.59,468.63
14689,65.38,817.24,447.31,327.12,782.3,470.55
14690,73.64,822.76,448.65,314.32,782.35,470.67
14691,80.02,820.97,442.41,315.18,786.67,460.24
14692,88.71,804.13,435.65,311.59,764.59,453.81
14693,108.32,805.21,426.68,309.26,751.58,454.95
14694,120.74,807.19,420.54,307.16,748.63,453.27
14695,128.9,817.74,418.59,312.03,777.18,452.81
14696,131.38,851.54,416.87,301.75,788.59,453.21
14697,137.24,872.7,417.2,306.72,814.28,452.55
14698,142.72,892.03,422.54,310.37,819.93,452.3
14699,143.59,899.71,420.38,298.88,821.75,452.86
14700,137.82,903.44,417.91,301.65,813.0,442.6
14701,126.35,882.89,419.62,309.16,827.74,433.87
14702,119.23,807.85,427.12,319.79,823.83,430.46
14703,110.6,766.79,437.01,325.73,810.24,430.28
14704,114.1,769.42,438.34,327.11,792.95,433.35
14705,100.99,765.99,440.78,325.61,792.94,433.47
14706,97.31,755.52,434.22,323.93,786.08,436.14
14707,93.39,742.64,437.34,323.14,775.92,434.46
14708,91.17,739.55,438.25,320.4,748.46,429.64
14709,85.97,735.5,439.62,322.43,740.02,432.96
14710,82.67,727.12,440.24,326.08,747.73,443.66
14711,80.18,719.7,444.54,333.03,755.13,458.47
14712,74.33,764.78,447.62,333.84,785.01,462.71
14713,72.53,821.57,450.92,329.34,777.0,463.73
14714,74.42,812.8,450.55,320.76,791.63,459.56
14715,80.08,803.2,444.51,321.11,785.67,459.53
14716,96.72,823.72,444.4,314.98,762.21,452.64
14717,121.19,842.78,439.07,315.09,742.82,451.55
14718,140.34,859.45,435.76,314.65,745.5,446.88
14719,146.28,869.46,431.02,310.71,766.06,441.93
14720,147.26,892.36,427.13,307.19,776.27,441.67
14721,131.86,898.89,434.52,313.4,775.72,449.83
14722,139.93,905.92,439.3,326.08,798.81,453.34
14723,145.77,906.19,449.85,335.42,809.06,448.69
14724,136.58,898.3,449.63,339.55,818.45,429.99
14725,113.07,876.61,450.31,337.57,810.52,422.61
14726,101.42,809.73,450.21,342.78,811.03,426.08
14727,91.34,776.14,454.36,338.6,798.6,432.09
14728,88.12,764.63,455.16,338.62,784.47,440.01
14729,86.02,754.75,451.58,339.66,747.46,440.46
14730,79.79,752.81,450.51,334.39,704.97,446.76
14731,69.89,760.91,448.71,340.04,681.17,443.21
14732,69.89,761.5,448.49,337.69,663.28,442.31
14733,69.54,764.73,449.47,340.33,655.77,446.82
14734,63.81,766.76,451.84,344.37,659.34,457.82
14735,62.82,775.86,452.51,342.88,671.84,472.51
14736,62.02,789.28,459.46,342.27,722.32,475.88
14737,62.19,808.91,457.51,337.96,757.65,478.7
14738,65.04,824.69,459.8,330.52,797.82,474.24
14739,72.4,811.91,453.9,329.81,821.47,470.13
14740,85.75,810.02,443.12,314.91,813.19,463.78
14741,101.33,841.13,442.55,312.5,792.59,461.47
14742,112.87,868.03,434.57,307.36,778.05,459.62
14743,111.43,879.99,430.4,306.08,789.67,457.72
